name,city,cuisine,rating,review_text,review_date,lat,lon,zone,num_reviews,price_range,delivery_time,menu_item_popularity
Royal Biryani,Jaipur,Cafe,5.0,Amazing food and great service!,2024-05-07,26.915984463201344,75.76913114708539,Zone A,722,₹1200+,46,37
Spice Villa,Jaipur,Mexican,3.4,"Decent experience, could be better.",2023-02-19,26.89856146013728,75.78416782746451,Zone C,2137,₹400-₹700,54,84
Grill House,Jaipur,Italian,5.0,Fantastic taste and super friendly staff.,2023-03-03,26.8945152902219,75.80545436098824,Zone B,4813,₹700-₹1200,47,16
Sushi Bay,Chennai,Cafe,3.3,"Decent experience, could be better.",2023-09-07,13.077029618122037,80.27443786449223,Zone C,160,₹400-₹700,42,21
Curry Corner,Bangalore,Italian,3.9,"Decent experience, could be better.",2023-10-06,12.959775778077375,77.59842703115618,Zone B,470,₹700-₹1200,21,88
Pizza Hub,Hyderabad,Cafe,3.7,"Neutral taste, ambience was normal.",2023-06-20,17.39388151582923,78.50126438106393,Zone B,106,₹200-₹400,27,49
Taco Fiesta,Mumbai,Cafe,2.7,Just an ordinary meal.,2024-03-11,19.094425086754924,72.89299571994275,Zone C,4735,₹1200+,57,69
Pizza Hub,Chennai,Chinese,4.2,Delicious and fresh meals every time.,2024-10-06,13.07332614852646,80.27713067085995,Zone B,594,₹200-₹400,28,57
Curry Corner,Jaipur,Japanese,4.0,Amazing food and great service!,2023-01-21,26.919261252130752,75.79477154539885,Zone C,449,₹400-₹700,52,64
Curry Corner,Kolkata,Italian,5.0,Fantastic taste and super friendly staff.,2023-05-04,22.570289316034742,88.35957036027759,Zone A,4272,₹700-₹1200,61,87
Spice Villa,Chennai,Chinese,5.0,"Loved it, definitely coming back!",2024-12-31,13.067646728187158,80.2727544250392,Zone A,1078,₹200-₹400,56,2
Sushi Bay,Kolkata,Indian,4.4,Amazing food and great service!,2024-05-19,22.570144574376005,88.37224588098522,Zone B,3077,₹400-₹700,61,27
Grill House,Hyderabad,Indian,5.0,"Highly recommended, worth the price.",2024-01-23,17.375400061791765,78.48713007383783,Zone A,1316,₹400-₹700,27,62
Grill House,Hyderabad,Cafe,5.0,Amazing food and great service!,2023-11-10,17.384241603011713,78.49867873408903,Zone B,2599,₹200-₹400,24,92
Royal Biryani,Bangalore,Italian,4.3,"Loved it, definitely coming back!",2023-01-13,12.953984113691043,77.60841165331144,Zone C,1024,₹200-₹400,34,56
Cafe Bliss,Bangalore,Fast Food,4.7,"Loved it, definitely coming back!",2024-06-17,12.979896788373766,77.6006661731131,Zone A,368,₹200-₹400,42,94
Cafe Bliss,Hyderabad,Indian,5.0,"Highly recommended, worth the price.",2024-01-11,17.390425923180445,78.48019188301353,Zone A,711,₹400-₹700,65,43
Curry Corner,Jaipur,Mexican,5.0,Delicious and fresh meals every time.,2023-07-15,26.919893056317434,75.79405914363002,Zone A,3284,₹1200+,37,65
Royal Biryani,Hyderabad,Indian,3.1,Just an ordinary meal.,2024-01-23,17.372468415613493,78.49965929357707,Zone C,3251,₹1200+,65,69
Spice Villa,Kolkata,Cafe,3.9,"Decent experience, could be better.",2024-02-05,22.580647062857352,88.34506232899618,Zone C,4206,₹700-₹1200,32,27
Taco Fiesta,Bangalore,Chinese,4.0,Amazing food and great service!,2024-10-10,12.956252226971106,77.580565391758,Zone B,1035,₹200-₹400,55,19
Spice Villa,Kolkata,Japanese,4.1,Delicious and fresh meals every time.,2023-09-25,22.554102048494833,88.34430647820514,Zone B,4693,₹700-₹1200,28,50
Pizza Hub,Jaipur,Japanese,2.7,"Decent experience, could be better.",2023-06-17,26.900065369564583,75.77423187873055,Zone C,2444,₹700-₹1200,51,39
Pasta Point,Chennai,Mexican,5.0,Amazing food and great service!,2024-09-29,13.091206692791461,80.27794162364255,Zone B,1803,₹200-₹400,56,62
Burger Town,Bangalore,Chinese,3.7,"Decent experience, could be better.",2023-11-19,12.978559492075455,77.58118588460977,Zone A,3712,₹1200+,73,66
Pasta Point,Pune,Fast Food,4.8,Amazing food and great service!,2024-07-02,18.50127721549894,73.8747579160077,Zone A,3002,₹400-₹700,64,52
Pasta Point,Pune,Mediterranean,4.7,Amazing food and great service!,2023-08-16,18.507428190510655,73.84211069484135,Zone B,4392,₹1200+,68,32
Grill House,Bangalore,Italian,4.9,Delicious and fresh meals every time.,2024-07-28,12.965765536141198,77.59008780661185,Zone A,1035,₹200-₹400,60,84
Grill House,Jaipur,Mediterranean,5.0,Fantastic taste and super friendly staff.,2024-04-30,26.910408917004702,75.8009488835374,Zone B,3154,₹400-₹700,65,78
Royal Biryani,Bangalore,Mediterranean,5.0,"Highly recommended, worth the price.",2024-12-04,12.976866855768858,77.59779976507357,Zone A,3411,₹1200+,40,4
Pizza Hub,Chennai,Mediterranean,2.3,Food was cold and tasteless.,2024-09-18,13.081727427196288,80.27678534003566,Zone C,4408,₹400-₹700,66,85
Cafe Bliss,Kolkata,Chinese,4.8,Fantastic taste and super friendly staff.,2023-12-13,22.582358618247316,88.37433396862667,Zone A,4844,₹700-₹1200,68,2
Grill House,Kolkata,Mediterranean,2.5,"Average place, food was fine.",2024-05-19,22.555599050722876,88.35888104896694,Zone C,753,₹1200+,62,21
Royal Biryani,Bangalore,Italian,2.5,"Neutral taste, ambience was normal.",2023-07-03,12.954645597006033,77.60834308586865,Zone B,1829,₹1200+,64,54
Cafe Bliss,Pune,Cafe,5.0,Delicious and fresh meals every time.,2023-03-23,18.53593013904809,73.86387313568063,Zone A,2315,₹400-₹700,45,70
Taco Fiesta,Hyderabad,Indian,4.2,Fantastic taste and super friendly staff.,2023-12-08,17.389956795540083,78.49274813338735,Zone B,144,₹400-₹700,50,58
Curry Corner,Delhi,Chinese,3.5,Just an ordinary meal.,2024-10-30,28.62925182653559,77.20789582619476,Zone C,3666,₹400-₹700,49,63
Royal Biryani,Jaipur,Cafe,5.0,Fantastic taste and super friendly staff.,2024-12-28,26.920900242870704,75.80547141339471,Zone A,2365,₹400-₹700,37,6
Royal Biryani,Hyderabad,Italian,4.7,"Loved it, definitely coming back!",2023-12-02,17.39040441211401,78.50577984942488,Zone A,1874,₹700-₹1200,57,7
Sushi Bay,Delhi,Japanese,5.0,Fantastic taste and super friendly staff.,2024-10-10,28.62817050616426,77.21110033410116,Zone B,4549,₹400-₹700,22,15
Cafe Bliss,Delhi,Chinese,4.9,Delicious and fresh meals every time.,2024-03-12,28.617246135838755,77.20880985299901,Zone C,2179,₹200-₹400,38,31
Spice Villa,Delhi,Japanese,2.9,"It was okay, nothing special.",2024-10-01,28.59981631621546,77.21663421709236,Zone C,2245,₹700-₹1200,32,67
Cafe Bliss,Bangalore,Mexican,5.0,"Loved it, definitely coming back!",2023-02-05,12.960551907763714,77.5985932059001,Zone A,3963,₹400-₹700,42,66
Sushi Bay,Mumbai,Mediterranean,4.2,Fantastic taste and super friendly staff.,2024-09-26,19.073931121161994,72.86466757898799,Zone B,2193,₹700-₹1200,52,57
Pizza Hub,Hyderabad,Chinese,2.8,"Neutral taste, ambience was normal.",2023-01-08,17.391231333122995,78.4822609149486,Zone C,736,₹400-₹700,48,95
Taco Fiesta,Chennai,Italian,5.0,"Loved it, definitely coming back!",2024-10-31,13.095662150880319,80.25882065346387,Zone A,553,₹700-₹1200,39,7
Royal Biryani,Bangalore,Indian,3.7,"Average place, food was fine.",2023-08-18,12.97986225169928,77.58023654438703,Zone C,2477,₹200-₹400,70,63
Pizza Hub,Hyderabad,Japanese,2.4,Not worth the money at all.,2024-07-16,17.395090434904294,78.50075894377413,Zone C,3826,₹700-₹1200,56,22
Pizza Hub,Chennai,Fast Food,3.0,"Neutral taste, ambience was normal.",2024-12-13,13.079949610199838,80.2679322772722,Zone B,2510,₹1200+,57,76
Spice Villa,Kolkata,Mediterranean,3.9,"Neutral taste, ambience was normal.",2023-12-16,22.561257913666267,88.35942617138286,Zone C,94,₹400-₹700,25,15
Cafe Bliss,Delhi,Chinese,4.8,"Loved it, definitely coming back!",2023-03-23,28.59860366629768,77.19185165945376,Zone B,2004,₹200-₹400,71,85
Burger Town,Hyderabad,Mexican,2.9,"Average place, food was fine.",2024-12-30,17.368366372998334,78.46742516436584,Zone C,4915,₹1200+,45,5
Spice Villa,Hyderabad,Italian,4.5,Fantastic taste and super friendly staff.,2024-12-31,17.392280753531313,78.48770289928684,Zone B,1658,₹1200+,63,65
Grill House,Jaipur,Indian,5.0,"Highly recommended, worth the price.",2023-01-23,26.92384016023333,75.7690048078926,Zone B,4914,₹400-₹700,34,59
Cafe Bliss,Chennai,Japanese,3.9,"Decent experience, could be better.",2024-10-09,13.093205327045384,80.25317122337093,Zone C,3040,₹700-₹1200,35,83
Spice Villa,Mumbai,Fast Food,3.6,"It was okay, nothing special.",2024-02-18,19.08303656236667,72.87094522732993,Zone B,3791,₹700-₹1200,46,72
Pizza Hub,Hyderabad,Cafe,5.0,Delicious and fresh meals every time.,2023-02-03,17.396415249716544,78.48581460017134,Zone A,2020,₹700-₹1200,71,11
Cafe Bliss,Kolkata,Italian,3.9,"It was okay, nothing special.",2023-06-19,22.57032237930461,88.35994098177936,Zone C,1695,₹1200+,65,20
Curry Corner,Hyderabad,Mediterranean,4.1,"Highly recommended, worth the price.",2023-12-05,17.37179863166458,78.47372469190717,Zone B,2021,₹700-₹1200,26,24
Pizza Hub,Kolkata,Chinese,4.3,Delicious and fresh meals every time.,2023-02-09,22.57800638789979,88.36906676194327,Zone A,1063,₹700-₹1200,27,44
Burger Town,Kolkata,Italian,2.9,"Decent experience, could be better.",2024-08-12,22.579433332001937,88.37414829842866,Zone C,1635,₹700-₹1200,57,21
Taco Fiesta,Bangalore,Fast Food,5.0,"Highly recommended, worth the price.",2023-12-12,12.988539347371708,77.60006850817231,Zone C,3286,₹700-₹1200,68,32
Spice Villa,Delhi,Mexican,3.2,"Decent experience, could be better.",2023-12-07,28.596591953617573,77.19227224960757,Zone C,515,₹700-₹1200,36,86
Grill House,Mumbai,Cafe,5.0,Amazing food and great service!,2024-02-18,19.095957080644673,72.85909988121882,Zone A,1987,₹1200+,70,15
Curry Corner,Pune,Chinese,3.7,"It was okay, nothing special.",2024-04-04,18.509634835500467,73.86345070343367,Zone B,3391,₹400-₹700,54,66
Spice Villa,Pune,Italian,5.0,Delicious and fresh meals every time.,2023-04-22,18.503115025229118,73.87429762902703,Zone A,1269,₹1200+,43,64
Cafe Bliss,Kolkata,Indian,3.6,"Decent experience, could be better.",2024-07-04,22.570954155727712,88.36817009400289,Zone B,3659,₹400-₹700,23,24
Grill House,Jaipur,Indian,3.9,"Decent experience, could be better.",2023-01-22,26.89412821917224,75.7799154608134,Zone B,1979,₹700-₹1200,40,32
Taco Fiesta,Chennai,Mexican,5.0,"Loved it, definitely coming back!",2024-11-28,13.0960499621932,80.28385439881487,Zone A,323,₹400-₹700,71,65
Taco Fiesta,Delhi,Fast Food,3.4,"Neutral taste, ambience was normal.",2023-08-05,28.60314502546984,77.19548481771282,Zone C,3269,₹200-₹400,27,51
Spice Villa,Jaipur,Mediterranean,3.8,"It was okay, nothing special.",2023-05-24,26.919894741901334,75.77912748140216,Zone C,1305,₹400-₹700,32,49
Pizza Hub,Jaipur,Mediterranean,3.4,Just an ordinary meal.,2023-03-03,26.89296211522271,75.78138465719654,Zone C,1310,₹200-₹400,64,73
Sushi Bay,Chennai,Italian,3.1,Just an ordinary meal.,2023-07-18,13.076422156746276,80.27963103289147,Zone C,329,₹700-₹1200,59,45
Sushi Bay,Bangalore,Japanese,3.8,"It was okay, nothing special.",2023-05-19,12.980891639110578,77.60439765514928,Zone B,941,₹200-₹400,73,28
Cafe Bliss,Kolkata,Mediterranean,5.0,Amazing food and great service!,2024-10-07,22.587994130209,88.37671310126468,Zone A,4805,₹400-₹700,47,73
Sushi Bay,Mumbai,Cafe,3.3,"Average place, food was fine.",2023-07-27,19.06318818383761,72.86791831748646,Zone C,909,₹1200+,28,61
Grill House,Mumbai,Indian,4.5,Amazing food and great service!,2023-12-05,19.056668706706866,72.88673043728565,Zone B,3256,₹1200+,52,88
Grill House,Jaipur,Cafe,5.0,Amazing food and great service!,2023-03-07,26.931529642909275,75.79975361675574,Zone A,1402,₹400-₹700,64,96
Burger Town,Hyderabad,Italian,2.7,"Neutral taste, ambience was normal.",2023-08-06,17.368944645672787,78.50280466289942,Zone B,3784,₹400-₹700,73,52
Pizza Hub,Kolkata,Fast Food,5.0,Amazing food and great service!,2023-05-31,22.581181735892415,88.34964437416589,Zone B,813,₹400-₹700,64,36
Pasta Point,Jaipur,Mexican,4.3,"Highly recommended, worth the price.",2023-09-17,26.91496750908242,75.77078064797307,Zone B,2547,₹400-₹700,28,31
Spice Villa,Mumbai,Cafe,5.0,"Loved it, definitely coming back!",2023-06-20,19.078679295792423,72.86363593393551,Zone B,2697,₹400-₹700,46,14
Pasta Point,Pune,Chinese,3.6,Just an ordinary meal.,2023-04-11,18.508900169442178,73.84672749064585,Zone C,1010,₹200-₹400,31,11
Sushi Bay,Kolkata,Mexican,3.1,Just an ordinary meal.,2023-05-22,22.575771891748115,88.35224671826393,Zone C,2333,₹400-₹700,39,86
Burger Town,Pune,Mexican,4.3,Fantastic taste and super friendly staff.,2024-10-22,18.5252698370182,73.86417929404513,Zone B,2173,₹700-₹1200,55,5
Pizza Hub,Hyderabad,Mexican,3.8,"Average place, food was fine.",2024-07-11,17.378095952371627,78.47402262969425,Zone B,3691,₹1200+,55,76
Grill House,Jaipur,Mediterranean,5.0,Amazing food and great service!,2024-12-08,26.91881988613168,75.79556551928785,Zone B,35,₹700-₹1200,75,26
Burger Town,Chennai,Fast Food,4.3,Fantastic taste and super friendly staff.,2023-06-22,13.09881817378265,80.26286073824988,Zone B,964,₹400-₹700,68,15
Grill House,Pune,Cafe,4.7,Fantastic taste and super friendly staff.,2024-03-04,18.53911548438204,73.85333863890872,Zone B,738,₹400-₹700,24,53
Burger Town,Bangalore,Indian,5.0,"Highly recommended, worth the price.",2023-11-03,12.982702886192747,77.59864586922416,Zone C,829,₹400-₹700,32,54
Pizza Hub,Mumbai,Japanese,5.0,Fantastic taste and super friendly staff.,2023-03-04,19.06872890706522,72.89343427964792,Zone A,603,₹400-₹700,32,36
Pasta Point,Pune,Cafe,5.0,Amazing food and great service!,2024-11-26,18.522463170074303,73.87311711911022,Zone A,3020,₹700-₹1200,68,32
Burger Town,Jaipur,Italian,5.0,Fantastic taste and super friendly staff.,2023-06-10,26.903029001503977,75.79606448081344,Zone A,669,₹200-₹400,41,54
Sushi Bay,Bangalore,Japanese,5.0,Delicious and fresh meals every time.,2024-11-09,12.956763675796935,77.60783106943967,Zone C,3130,₹1200+,25,19
Pizza Hub,Delhi,Japanese,5.0,Fantastic taste and super friendly staff.,2024-02-05,28.63038890630651,77.22645433267674,Zone A,4604,₹400-₹700,31,55
Burger Town,Delhi,Fast Food,4.8,Delicious and fresh meals every time.,2023-02-03,28.63146111822142,77.22259610206812,Zone C,4814,₹200-₹400,60,3
Taco Fiesta,Hyderabad,Chinese,5.0,Fantastic taste and super friendly staff.,2024-07-16,17.400482558150742,78.47452477062347,Zone A,657,₹1200+,65,92
Grill House,Jaipur,Mediterranean,5.0,Delicious and fresh meals every time.,2023-03-07,26.91085324238539,75.79132725083494,Zone A,4074,₹200-₹400,47,84
Royal Biryani,Chennai,Cafe,4.7,Delicious and fresh meals every time.,2023-10-11,13.065098588889153,80.26411189659974,Zone B,3196,₹1200+,23,38
Taco Fiesta,Bangalore,Mediterranean,5.0,"Loved it, definitely coming back!",2023-10-26,12.984841511592872,77.60638948881413,Zone A,4085,₹200-₹400,40,85
Grill House,Hyderabad,Mediterranean,5.0,Amazing food and great service!,2024-05-04,17.389991774997878,78.47669524297292,Zone A,4145,₹400-₹700,26,40
Royal Biryani,Chennai,Japanese,4.3,Fantastic taste and super friendly staff.,2023-11-10,13.083788812093102,80.28700110081559,Zone B,4594,₹700-₹1200,75,49
Curry Corner,Hyderabad,Mediterranean,5.0,Amazing food and great service!,2023-11-02,17.395980564140057,78.47927086780152,Zone C,1132,₹200-₹400,56,72
Taco Fiesta,Jaipur,Mediterranean,5.0,"Highly recommended, worth the price.",2024-06-22,26.903671128200497,75.77419484699567,Zone A,2071,₹700-₹1200,42,56
Burger Town,Kolkata,Japanese,5.0,"Loved it, definitely coming back!",2024-09-27,22.589991674020723,88.34749606792145,Zone A,4318,₹1200+,70,60
Curry Corner,Hyderabad,Indian,5.0,Delicious and fresh meals every time.,2023-09-29,17.397371623089217,78.494850122966,Zone A,4601,₹1200+,60,60
Grill House,Delhi,Indian,4.2,"Loved it, definitely coming back!",2024-06-05,28.59914940528179,77.22076606607622,Zone B,3587,₹700-₹1200,51,46
Cafe Bliss,Jaipur,Mexican,5.0,"Loved it, definitely coming back!",2024-03-05,26.908791578416324,75.78545057683344,Zone A,4615,₹200-₹400,51,54
Cafe Bliss,Mumbai,Mediterranean,5.0,Fantastic taste and super friendly staff.,2023-10-27,19.08193647664191,72.8846693699076,Zone A,2700,₹700-₹1200,70,29
Curry Corner,Delhi,Fast Food,4.4,"Highly recommended, worth the price.",2024-05-27,28.632472890239296,77.21044783923936,Zone A,1348,₹1200+,70,41
Cafe Bliss,Mumbai,Mediterranean,4.0,Amazing food and great service!,2024-07-01,19.07992675868703,72.86585310789583,Zone B,1397,₹200-₹400,65,5
Spice Villa,Jaipur,Mediterranean,5.0,Delicious and fresh meals every time.,2023-06-30,26.920790153707618,75.79665846237708,Zone A,3632,₹1200+,65,13
Pizza Hub,Bangalore,Italian,5.0,Delicious and fresh meals every time.,2023-01-27,12.963402369327557,77.57882397911116,Zone B,391,₹200-₹400,46,3
Taco Fiesta,Kolkata,Chinese,3.7,"Decent experience, could be better.",2023-12-12,22.560218944023237,88.35838946764612,Zone C,3883,₹200-₹400,45,62
Spice Villa,Hyderabad,Cafe,3.8,"Neutral taste, ambience was normal.",2024-08-28,17.401393817917338,78.48458153774781,Zone B,4447,₹200-₹400,59,75
Pizza Hub,Delhi,Fast Food,4.0,Fantastic taste and super friendly staff.,2023-10-16,28.611463427807074,77.21710003912649,Zone C,4585,₹700-₹1200,54,37
Sushi Bay,Delhi,Indian,3.0,"Average place, food was fine.",2023-08-18,28.61505949160783,77.21223406688259,Zone C,272,₹1200+,60,5
Taco Fiesta,Bangalore,Indian,4.3,Delicious and fresh meals every time.,2023-01-31,12.957868551764824,77.58898706055568,Zone B,3724,₹200-₹400,64,10
Pizza Hub,Hyderabad,Chinese,2.8,Just an ordinary meal.,2023-07-23,17.383059569257142,78.49676899273283,Zone C,1477,₹400-₹700,67,16
Sushi Bay,Pune,Mexican,4.9,"Highly recommended, worth the price.",2023-09-23,18.520323416175426,73.86543890952188,Zone B,2732,₹700-₹1200,60,49
Pasta Point,Delhi,Indian,3.6,"Average place, food was fine.",2023-04-28,28.605651373117134,77.22064931928524,Zone C,796,₹700-₹1200,74,48
Curry Corner,Bangalore,Mexican,2.6,"Decent experience, could be better.",2023-06-01,12.952237161472684,77.59016827999946,Zone C,4403,₹400-₹700,63,87
Burger Town,Kolkata,Mediterranean,3.6,"Average place, food was fine.",2023-03-21,22.569933788737828,88.35309299893288,Zone B,3956,₹1200+,30,67
Spice Villa,Jaipur,Mediterranean,5.0,Delicious and fresh meals every time.,2023-10-04,26.927055694758522,75.80003750484667,Zone A,4470,₹1200+,44,90
Taco Fiesta,Chennai,Chinese,4.8,Fantastic taste and super friendly staff.,2024-04-24,13.077922585522531,80.27557633502536,Zone B,3721,₹700-₹1200,72,55
Cafe Bliss,Hyderabad,Chinese,4.0,"Loved it, definitely coming back!",2023-10-25,17.373601629658097,78.48494836140065,Zone B,3843,₹400-₹700,29,90
Curry Corner,Bangalore,Italian,4.2,Fantastic taste and super friendly staff.,2024-01-17,12.973754044712255,77.59605444093498,Zone C,4566,₹1200+,22,71
Pizza Hub,Bangalore,Italian,3.7,"Decent experience, could be better.",2023-05-25,12.961018710905458,77.60893531489388,Zone C,3883,₹700-₹1200,29,83
Pasta Point,Hyderabad,Japanese,4.9,"Highly recommended, worth the price.",2023-05-07,17.388757160097718,78.47851687129825,Zone A,1571,₹700-₹1200,40,13
Spice Villa,Pune,Italian,5.0,Fantastic taste and super friendly staff.,2023-04-07,18.52469499680928,73.8476292452063,Zone A,4374,₹700-₹1200,30,68
Royal Biryani,Hyderabad,Mexican,3.9,"It was okay, nothing special.",2024-02-18,17.37841263624756,78.47766955180462,Zone B,3201,₹400-₹700,64,35
Burger Town,Bangalore,Japanese,5.0,Fantastic taste and super friendly staff.,2024-09-30,12.975885327169594,77.60315490044374,Zone A,3467,₹400-₹700,50,21
Curry Corner,Jaipur,Indian,3.7,"Neutral taste, ambience was normal.",2023-03-26,26.897221756047347,75.77802362047963,Zone C,3520,₹400-₹700,61,87
Curry Corner,Kolkata,Italian,5.0,"Highly recommended, worth the price.",2024-09-01,22.555967458809505,88.37118108830501,Zone A,2571,₹200-₹400,44,66
Spice Villa,Delhi,Mediterranean,5.0,Fantastic taste and super friendly staff.,2023-12-30,28.625169239596055,77.20993797763657,Zone C,2077,₹400-₹700,66,52
Cafe Bliss,Delhi,Italian,5.0,"Loved it, definitely coming back!",2024-08-14,28.611272386811045,77.19201271926674,Zone A,645,₹200-₹400,33,74
Royal Biryani,Delhi,Cafe,4.2,Amazing food and great service!,2024-09-16,28.607094694484847,77.2009576869171,Zone B,3243,₹400-₹700,43,38
Burger Town,Chennai,Mexican,5.0,Fantastic taste and super friendly staff.,2023-07-06,13.081613183701172,80.2835353908966,Zone A,4793,₹700-₹1200,24,17
Grill House,Pune,Indian,4.2,Delicious and fresh meals every time.,2023-06-05,18.511060430552952,73.86872741139783,Zone A,3884,₹200-₹400,33,10
Taco Fiesta,Mumbai,Italian,5.0,Delicious and fresh meals every time.,2024-08-20,19.065228853041123,72.89150377920583,Zone B,3203,₹1200+,36,83
Burger Town,Delhi,Fast Food,5.0,Delicious and fresh meals every time.,2024-07-16,28.6158577911816,77.19056206490748,Zone A,284,₹700-₹1200,21,47
Royal Biryani,Pune,Japanese,5.0,"Highly recommended, worth the price.",2024-01-14,18.53410160210183,73.85930157049089,Zone B,2776,₹400-₹700,72,85
Pizza Hub,Chennai,Mexican,5.0,Amazing food and great service!,2023-08-23,13.08237778161024,80.28179852510156,Zone A,310,₹1200+,20,25
Curry Corner,Jaipur,Cafe,4.9,Delicious and fresh meals every time.,2024-06-03,26.905167757228835,75.77161622561111,Zone B,2515,₹400-₹700,45,88
Pizza Hub,Bangalore,Japanese,4.7,"Highly recommended, worth the price.",2024-08-13,12.986429055732748,77.60437257317555,Zone B,2671,₹200-₹400,75,72
Grill House,Kolkata,Indian,4.7,"Loved it, definitely coming back!",2024-08-07,22.57974519264616,88.3746665107218,Zone B,379,₹200-₹400,50,41
Spice Villa,Hyderabad,Fast Food,5.0,"Loved it, definitely coming back!",2023-11-03,17.377999699972683,78.49420725571082,Zone A,1659,₹400-₹700,67,12
Spice Villa,Pune,Cafe,3.2,Just an ordinary meal.,2023-11-25,18.506761958022107,73.84268379646355,Zone B,4210,₹200-₹400,34,34
Pasta Point,Mumbai,Chinese,5.0,Amazing food and great service!,2023-03-14,19.069975493098898,72.86214414127247,Zone B,902,₹700-₹1200,38,34
Grill House,Delhi,Indian,5.0,"Highly recommended, worth the price.",2024-02-13,28.62504472113499,77.2103938602855,Zone A,3498,₹700-₹1200,69,29
Taco Fiesta,Hyderabad,Chinese,4.6,Fantastic taste and super friendly staff.,2023-05-13,17.380051526988336,78.4969690146874,Zone B,1567,₹200-₹400,33,6
Grill House,Kolkata,Mexican,3.8,Just an ordinary meal.,2024-12-05,22.591007248011106,88.35394825516003,Zone B,2649,₹400-₹700,59,49
Royal Biryani,Hyderabad,Japanese,3.4,"Decent experience, could be better.",2024-03-21,17.37991884434997,78.47715159150479,Zone C,3974,₹400-₹700,52,12
Cafe Bliss,Pune,Indian,5.0,Amazing food and great service!,2023-12-01,18.526194206623263,73.87092420271114,Zone B,405,₹1200+,30,15
Pizza Hub,Jaipur,Cafe,5.0,Amazing food and great service!,2024-10-25,26.930502420647677,75.80099418842292,Zone A,3396,₹1200+,44,94
Curry Corner,Mumbai,Italian,4.6,Amazing food and great service!,2023-08-29,19.083696530233645,72.87475080434072,Zone B,971,₹200-₹400,65,87
Pizza Hub,Hyderabad,Mediterranean,3.8,"Decent experience, could be better.",2023-12-24,17.387602454431537,78.50045678774757,Zone B,2255,₹400-₹700,40,27
Royal Biryani,Jaipur,Italian,3.6,"Decent experience, could be better.",2023-02-21,26.910080780137896,75.78216794888257,Zone C,3030,₹1200+,69,92
Pizza Hub,Mumbai,Italian,5.0,Amazing food and great service!,2023-04-14,19.085922346004548,72.87336970777461,Zone A,2243,₹700-₹1200,56,37
Pasta Point,Jaipur,Japanese,5.0,"Highly recommended, worth the price.",2023-11-25,26.91062878006311,75.78520463409264,Zone A,4475,₹400-₹700,43,25
Sushi Bay,Hyderabad,Indian,5.0,Amazing food and great service!,2024-12-05,17.376086367128124,78.46695203649332,Zone A,2172,₹700-₹1200,32,43
Grill House,Kolkata,Japanese,5.0,"Loved it, definitely coming back!",2023-12-15,22.583433102862003,88.37559105235935,Zone A,3472,₹700-₹1200,69,77
Pasta Point,Delhi,Japanese,3.0,"Average place, food was fine.",2023-11-01,28.632049865361303,77.2053038307986,Zone C,4668,₹400-₹700,58,40
Royal Biryani,Chennai,Japanese,5.0,Amazing food and great service!,2024-12-23,13.065992046877136,80.27184970906308,Zone A,4734,₹400-₹700,73,95
Sushi Bay,Mumbai,Italian,2.7,"Decent experience, could be better.",2024-09-21,19.057358366565346,72.87049926677108,Zone C,570,₹400-₹700,49,4
Grill House,Mumbai,Indian,2.6,"Neutral taste, ambience was normal.",2023-12-21,19.070841648713184,72.86068943134586,Zone C,1626,₹700-₹1200,51,64
Royal Biryani,Hyderabad,Chinese,5.0,Delicious and fresh meals every time.,2024-03-29,17.39015642355871,78.48909359779013,Zone B,566,₹200-₹400,43,54
Pasta Point,Jaipur,Cafe,5.0,Fantastic taste and super friendly staff.,2024-05-08,26.928294180969512,75.7942291347513,Zone A,4654,₹200-₹400,65,41
Pasta Point,Pune,Cafe,5.0,"Loved it, definitely coming back!",2024-12-07,18.5339139005638,73.85420520507475,Zone A,151,₹200-₹400,27,2
Grill House,Kolkata,Cafe,5.0,"Highly recommended, worth the price.",2024-08-06,22.57284715974747,88.35386965299507,Zone A,3243,₹400-₹700,51,78
Grill House,Pune,Mexican,5.0,"Highly recommended, worth the price.",2023-02-25,18.529103382919896,73.84402570484023,Zone A,2805,₹400-₹700,30,8
Burger Town,Chennai,Fast Food,4.4,Fantastic taste and super friendly staff.,2024-10-09,13.099879556552025,80.25924621944411,Zone C,64,₹1200+,49,4
Pizza Hub,Jaipur,Mexican,5.0,"Highly recommended, worth the price.",2023-03-31,26.899325337441574,75.78976005938291,Zone A,887,₹400-₹700,64,23
Burger Town,Delhi,Cafe,4.9,"Highly recommended, worth the price.",2024-09-24,28.610207057917723,77.19488381229272,Zone B,3660,₹200-₹400,28,47
Royal Biryani,Chennai,Mexican,3.7,"Decent experience, could be better.",2023-06-30,13.063571278063968,80.27074596763808,Zone C,2907,₹400-₹700,42,86
Curry Corner,Delhi,Japanese,3.5,"Average place, food was fine.",2024-06-11,28.617877952945978,77.20889009341057,Zone C,2745,₹700-₹1200,33,82
Burger Town,Mumbai,Cafe,4.9,Delicious and fresh meals every time.,2024-04-27,19.070733288858694,72.86520587994819,Zone B,4308,₹1200+,62,55
Curry Corner,Hyderabad,Indian,4.8,"Loved it, definitely coming back!",2023-05-15,17.378646036343,78.50351788965912,Zone A,4769,₹400-₹700,26,86
Pizza Hub,Delhi,Japanese,5.0,Fantastic taste and super friendly staff.,2024-05-11,28.61987320019462,77.22106018561858,Zone A,1989,₹1200+,37,77
